relative_path,Full Path,Corrected,absolute_path,data_type,Species 1,Species 2,Species 3,Species 1 Count,Species 2 Count,Species 3 Count,Species 1 Distance,Species 2 Distance,Species 3 Distance,Species 1 Activity,Species 2 Activity,Species 3 Activity,Weather,Water Conditions,Water Notes,Temp [C],Notes,DateTime
Willanch TG\4-6-22 to 5-1-22\04230673.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230673.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 11:00
Willanch TG\4-6-22 to 5-1-22\04230674.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230674.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 11:15
Willanch TG\4-6-22 to 5-1-22\04230675.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230675.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 11:30
Willanch TG\4-6-22 to 5-1-22\04230676.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230676.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 11:45
Willanch TG\4-6-22 to 5-1-22\04230677.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230677.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 12:00
Willanch TG\4-6-22 to 5-1-22\04230678.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230678.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 12:15
Willanch TG\4-6-22 to 5-1-22\04230679.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230679.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 12:30
Willanch TG\4-6-22 to 5-1-22\04230680.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230680.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 12:45
Willanch TG\4-6-22 to 5-1-22\04230681.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230681.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 13:00
Willanch TG\4-6-22 to 5-1-22\04230682.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230682.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 13:15
Willanch TG\4-6-22 to 5-1-22\04230683.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230683.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 13:30
Willanch TG\4-6-22 to 5-1-22\04230684.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230684.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 13:45
Willanch TG\4-6-22 to 5-1-22\04230685.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230685.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 14:00
Willanch TG\4-6-22 to 5-1-22\04230686.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230686.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 14:15
Willanch TG\4-6-22 to 5-1-22\04230687.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230687.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 14:30
Willanch TG\4-6-22 to 5-1-22\04230688.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230688.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 14:45
Willanch TG\4-6-22 to 5-1-22\04230689.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230689.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 15:00
Willanch TG\4-6-22 to 5-1-22\04230690.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230690.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 15:15
Willanch TG\4-6-22 to 5-1-22\04230691.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230691.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 15:30
Willanch TG\4-6-22 to 5-1-22\04230692.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230692.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 15:45
Willanch TG\4-6-22 to 5-1-22\04230693.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230693.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 16:00
Willanch TG\4-6-22 to 5-1-22\04230694.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230694.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 16:15
Willanch TG\4-6-22 to 5-1-22\04230695.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230695.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 16:30
Willanch TG\4-6-22 to 5-1-22\04230696.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230696.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 16:45
Willanch TG\4-6-22 to 5-1-22\04230697.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04230697.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/23/2022 17:00
Willanch TG\4-6-22 to 5-1-22\04240698.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240698.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 7:30
Willanch TG\4-6-22 to 5-1-22\04240699.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240699.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 7:45
Willanch TG\4-6-22 to 5-1-22\04240700.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240700.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 8:00
Willanch TG\4-6-22 to 5-1-22\04240701.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240701.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 8:15
Willanch TG\4-6-22 to 5-1-22\04240702.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240702.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 8:30
Willanch TG\4-6-22 to 5-1-22\04240703.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240703.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 8:45
Willanch TG\4-6-22 to 5-1-22\04240704.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240704.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 9:00
Willanch TG\4-6-22 to 5-1-22\04240705.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240705.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 9:15
Willanch TG\4-6-22 to 5-1-22\04240706.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240706.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 9:30
Willanch TG\4-6-22 to 5-1-22\04240707.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240707.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 9:45
Willanch TG\4-6-22 to 5-1-22\04240708.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240708.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Branta canadensis,,,4,,,Near,,,Walking,,,Sunny,Calm,,8,,4/24/2022 10:00
Willanch TG\4-6-22 to 5-1-22\04240709.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240709.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 10:15
Willanch TG\4-6-22 to 5-1-22\04240710.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240710.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 10:30
Willanch TG\4-6-22 to 5-1-22\04240711.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240711.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 10:45
Willanch TG\4-6-22 to 5-1-22\04240712.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240712.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 11:00
Willanch TG\4-6-22 to 5-1-22\04240713.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240713.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 11:15
Willanch TG\4-6-22 to 5-1-22\04240714.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240714.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 11:30
Willanch TG\4-6-22 to 5-1-22\04240715.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240715.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 11:45
Willanch TG\4-6-22 to 5-1-22\04240716.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240716.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 12:00
Willanch TG\4-6-22 to 5-1-22\04240717.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240717.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Branta canadensis,,,4,,,Near,,,Wading / Fishing,,,Sunny,Calm,,12,,4/24/2022 12:15
Willanch TG\4-6-22 to 5-1-22\04240718.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240718.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 12:30
Willanch TG\4-6-22 to 5-1-22\04240719.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240719.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 12:45
Willanch TG\4-6-22 to 5-1-22\04240720.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240720.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 13:00
Willanch TG\4-6-22 to 5-1-22\04240721.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240721.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 13:15
Willanch TG\4-6-22 to 5-1-22\04240722.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240722.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 13:30
Willanch TG\4-6-22 to 5-1-22\04240723.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240723.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 13:45
Willanch TG\4-6-22 to 5-1-22\04240724.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240724.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 14:00
Willanch TG\4-6-22 to 5-1-22\04240725.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240725.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 14:15
Willanch TG\4-6-22 to 5-1-22\04240726.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240726.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 14:30
Willanch TG\4-6-22 to 5-1-22\04240727.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240727.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 14:45
Willanch TG\4-6-22 to 5-1-22\04240728.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240728.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 15:00
Willanch TG\4-6-22 to 5-1-22\04240729.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240729.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 15:15
Willanch TG\4-6-22 to 5-1-22\04240730.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240730.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 15:30
Willanch TG\4-6-22 to 5-1-22\04240731.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240731.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 15:45
Willanch TG\4-6-22 to 5-1-22\04240732.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240732.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 16:00
Willanch TG\4-6-22 to 5-1-22\04240733.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240733.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Sunny,Calm,,22,,4/24/2022 16:15
Willanch TG\4-6-22 to 5-1-22\04240734.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240734.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 16:30
Willanch TG\4-6-22 to 5-1-22\04240735.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240735.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 16:45
Willanch TG\4-6-22 to 5-1-22\04240736.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04240736.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/24/2022 17:00
Willanch TG\4-6-22 to 5-1-22\04250737.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250737.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 7:30
Willanch TG\4-6-22 to 5-1-22\04250738.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250738.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 7:45
Willanch TG\4-6-22 to 5-1-22\04250739.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250739.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 8:00
Willanch TG\4-6-22 to 5-1-22\04250740.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250740.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 8:15
Willanch TG\4-6-22 to 5-1-22\04250741.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250741.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 8:30
Willanch TG\4-6-22 to 5-1-22\04250742.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250742.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 8:45
Willanch TG\4-6-22 to 5-1-22\04250743.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250743.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 9:00
Willanch TG\4-6-22 to 5-1-22\04250744.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250744.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 9:15
Willanch TG\4-6-22 to 5-1-22\04250745.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250745.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 9:30
Willanch TG\4-6-22 to 5-1-22\04250746.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250746.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 9:45
Willanch TG\4-6-22 to 5-1-22\04250747.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250747.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Unknown,,,1,,,Far,,,Swimming,,,Overcast,Calm,,13,,4/25/2022 10:00
Willanch TG\4-6-22 to 5-1-22\04250748.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250748.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 10:15
Willanch TG\4-6-22 to 5-1-22\04250749.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250749.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 10:30
Willanch TG\4-6-22 to 5-1-22\04250750.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250750.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 10:45
Willanch TG\4-6-22 to 5-1-22\04250751.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250751.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 11:00
Willanch TG\4-6-22 to 5-1-22\04250752.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250752.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 11:15
Willanch TG\4-6-22 to 5-1-22\04250753.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250753.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 11:30
Willanch TG\4-6-22 to 5-1-22\04250754.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250754.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 11:45
Willanch TG\4-6-22 to 5-1-22\04250755.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250755.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 12:00
Willanch TG\4-6-22 to 5-1-22\04250756.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250756.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 12:15
Willanch TG\4-6-22 to 5-1-22\04250757.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250757.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 12:30
Willanch TG\4-6-22 to 5-1-22\04250758.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250758.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 12:45
Willanch TG\4-6-22 to 5-1-22\04250759.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250759.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 13:00
Willanch TG\4-6-22 to 5-1-22\04250760.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250760.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 13:15
Willanch TG\4-6-22 to 5-1-22\04250761.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250761.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 13:30
Willanch TG\4-6-22 to 5-1-22\04250762.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250762.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,19,,4/25/2022 13:45
Willanch TG\4-6-22 to 5-1-22\04250763.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250763.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,18,,4/25/2022 14:00
Willanch TG\4-6-22 to 5-1-22\04250764.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250764.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,18,,4/25/2022 14:15
Willanch TG\4-6-22 to 5-1-22\04250765.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250765.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,17,,4/25/2022 14:30
Willanch TG\4-6-22 to 5-1-22\04250766.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250766.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,16,,4/25/2022 14:45
Willanch TG\4-6-22 to 5-1-22\04250767.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250767.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 15:00
Willanch TG\4-6-22 to 5-1-22\04250768.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250768.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 15:15
Willanch TG\4-6-22 to 5-1-22\04250769.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250769.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 15:30
Willanch TG\4-6-22 to 5-1-22\04250770.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250770.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 15:45
Willanch TG\4-6-22 to 5-1-22\04250771.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250771.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 16:00
Willanch TG\4-6-22 to 5-1-22\04250772.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250772.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,18,,4/25/2022 16:15
Willanch TG\4-6-22 to 5-1-22\04250773.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250773.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,18,,4/25/2022 16:30
Willanch TG\4-6-22 to 5-1-22\04250774.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250774.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/25/2022 16:45
Willanch TG\4-6-22 to 5-1-22\04250775.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04250775.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,Megaceryle alcyon,,,1,,,Near,,,Perching,,,Overcast,Calm,,16,,4/25/2022 17:00
Willanch TG\4-6-22 to 5-1-22\04260776.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04260776.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/26/2022 7:30
Willanch TG\4-6-22 to 5-1-22\04260777.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04260777.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/26/2022 7:45
Willanch TG\4-6-22 to 5-1-22\04260778.JPG,C:\Tidegate Project Images\Willanch TG\4-6-22 to 5-1-22\04260778.JPG,C:\Tidegate Project Images\,C:/Tidegate Project Images,img,,,,,,,,,,,,,,,,,,4/26/2022 8:00
